,P1==Winner,P1_wins_proba_elo,P1_pts,P2_pts,field_type==indoor_hard,P1_wins_proba_elo_indoor_hard,field_type==outdoor_hard,P1_wins_proba_elo_outdoor_hard,field_type==outdoor_clay,P1_wins_proba_elo_outdoor_clay,field_type==outdoor_grass,P1_wins_proba_elo_outdoor_grass
44593,True,0.34199352179704723,1405,838,0,0.5128843846564691,1,0.8028736406589935,0,0.5011581060647478,0,0.612407060713137
44592,False,0.5599953674344657,524,855,0,0.5539764692366476,1,0.4569574792386192,0,0.7739725963681159,0,0.4446028712245129
44592,True,0.44000463256553435,855,524,0,0.4460235307633525,1,0.5430425207613808,0,0.2260274036318841,0,0.5553971287754871
44593,False,0.6580064782029528,838,1405,0,0.48711561534353087,1,0.19712635934100653,0,0.49884189393525225,0,0.387592939286863
44611,True,0.7803066961366556,1700,5225,0,0.5852255755726192,1,0.2040700212973348,0,0.0854050964199354,0,0.3685830233234108
44606,False,0.604033894123602,430,1095,0,0.4556718893017777,1,0.2919658520753866,0,0.569564237666353,0,0.6660518732570984
44600,False,0.7530675153736126,807,1290,0,0.33399915800839397,1,0.16464538022472486,0,0.1518750785652203,0,0.4254132607010528
44599,False,0.6463630060639602,1290,98,0,0.46126363174447527,1,0.5275959448169476,0,0.2718148456216761,0,0.25295606910041846
44598,False,0.6248625211675755,909,1455,0,0.39875483699793746,1,0.36507827260834236,0,0.2574113775483614,0,0.5347106910854083
44597,False,0.6181253057317759,408,340,0,0.652492483994962,1,0.34398087583590164,0,0.18299035033656585,0,0.726601985781206
44597,True,0.38187469426822407,340,408,0,0.3475075160050381,1,0.6560191241640984,0,0.8170096496634341,0,0.2733980142187939
44598,True,0.37513747883242454,1455,909,0,0.6012451630020625,1,0.6349217273916576,0,0.7425886224516386,0,0.4652893089145918
44599,True,0.35363699393603976,98,1290,0,0.5387363682555247,1,0.4724040551830524,0,0.7281851543783239,0,0.7470439308995815
44600,True,0.2469324846263874,1290,807,0,0.666000841991606,1,0.8353546197752751,0,0.8481249214347797,0,0.5745867392989472
44603,False,0.9435364256688904,0,5875,0,0.13953685056899634,1,0.08961564549730439,0,0.10262494457533522,0,0.077184614288756
44603,True,0.0564635743311096,5875,0,0,0.8604631494310037,1,0.9103843545026956,0,0.8973750554246648,0,0.922815385711244
44611,False,0.2196933038633444,5225,1700,0,0.4147744244273808,1,0.7959299787026652,0,0.9145949035800646,0,0.6314169766765891
44606,True,0.395966105876398,1095,430,0,0.5443281106982223,1,0.7080341479246134,0,0.430435762333647,0,0.3339481267429016
44612,True,0.11220949268226199,1885,1255,0,0.7853478686375303,1,0.8666070214591056,0,0.6342738344996873,0,0.8086773895730979
44614,True,0.26045261671264,5875,3070,0,0.5590290268125341,1,0.8532541283636028,0,0.5189906863863745,0,0.8628634959106424
44617,True,0.563302626088745,1095,1855,0,0.521699003223819,1,0.4082462297225392,0,0.2575625915183469,0,0.390580567694901
44615,False,0.4504320200124355,855,468,0,0.21604543418498878,1,0.6487003831273206,0,0.3685755889891187,0,0.42824951659348476
44620,False,0.7342613373390647,440,1455,0,0.4874407624950191,1,0.30160385455682637,0,0.18108106437833005,0,0.447775949933479
44627,True,0.7131355406062002,623,536,0,0.3277775444649624,1,0.3870694691863691,0,0.1895292341892227,0,0.3409043672703745
44626,True,0.39164519539262277,534,710,0,0.5625559150988614,1,0.5020634288609377,0,0.3526710085256658,0,0.6972005336460543
44625,False,0.7181035623047614,1325,1885,0,0.16760888882816305,1,0.18322357597673078,0,0.5702334541074987,0,0.27844344168369684
44622,True,0.40680578810954005,1700,340,0,0.8148824987626005,1,0.6298740332245323,0,0.5115083155250275,0,0.7988967244017448
44630,False,0.9019305527222142,468,5875,0,0.33662540374052585,1,0.06981450891367325,0,0.10731600907210181,0,0.09019040537380618
44621,True,0.5163122252813287,691,1290,0,0.3485737947392938,1,0.3386747795793516,0,0.2608262097725338,0,0.7427187310600175
44619,False,0.2501652324561174,1405,98,0,0.6373494813304308,1,0.8971134538714604,0,0.5179797345005397,0,0.5662281886802512
44617,False,0.4366973739112549,1855,1095,0,0.478300996776181,1,0.5917537702774608,0,0.7424374084816532,0,0.609419432305099
44615,True,0.5495679799875646,468,855,0,0.7839545658150112,1,0.3512996168726794,0,0.6314244110108813,0,0.5717504834065152
44614,False,0.73954738328736,3070,5875,0,0.4409709731874659,1,0.14674587163639718,0,0.48100931361362553,0,0.13713650408935762
44612,False,0.887790507317738,1255,1885,0,0.21465213136246974,1,0.13339297854089438,0,0.36572616550031267,0,0.19132261042690213
44620,True,0.26573866266093527,1455,440,0,0.5125592375049809,1,0.6983961454431736,0,0.81891893562167,0,0.552224050066521
44619,True,0.7498347675438826,98,1405,0,0.3626505186695692,1,0.1028865461285396,0,0.4820202654994603,0,0.4337718113197489
44630,True,0.09806944727778577,5875,468,0,0.6633745962594741,1,0.9301854910863268,0,0.8926839909278982,0,0.9098095946261938
44621,False,0.4836877747186713,1290,691,0,0.6514262052607063,1,0.6613252204206483,0,0.7391737902274662,0,0.2572812689399825
44622,False,0.59319421189046,340,1700,0,0.18511750123739945,1,0.3701259667754677,0,0.4884916844749725,0,0.20110327559825525
44625,True,0.28189643769523864,1885,1325,0,0.832391111171837,1,0.8167764240232692,0,0.4297665458925013,0,0.7215565583163032
44626,False,0.6083548046073772,710,534,0,0.4374440849011386,1,0.4979365711390623,0,0.6473289914743342,0,0.3027994663539457
44627,False,0.2868644593937998,536,623,0,0.6722224555350376,1,0.6129305308136309,0,0.8104707658107773,0,0.6590956327296256
44634,False,0.3458671830888918,1700,691,0,0.7298980068334682,1,0.6115256052302585,0,0.796626659062942,0,0.5865053992220233
44636,True,0.4417647945558588,1545,623,0,0.617972751671545,1,0.5737575120822563,0,0.5263043229206823,0,0.5461121479929579
44638,True,0.16317799421289336,5875,691,0,0.8263740796792338,1,0.8606764754962828,0,0.8783294072767064,0,0.8446493403313713
44639,True,0.3501440706342829,534,1545,0,0.3273235330348737,1,0.6326448924986637,0,0.5830646570066578,0,0.6749679669075092
44632,True,0.5132843197581749,98,1455,0,0.5861110360567179,1,0.4140554729077372,0,0.4422005983487086,0,0.5235485808508419
44634,True,0.6541328169111083,691,1700,0,0.2701019931665319,1,0.3884743947697416,0,0.203373340937058,0,0.4134946007779767
44638,False,0.8368220057871066,691,5875,0,0.17362592032076618,1,0.1393235245037172,0,0.12167059272329361,0,0.1553506596686287
44636,False,0.5582352054441412,623,1545,0,0.382027248328455,1,0.42624248791774366,0,0.4736956770793177,0,0.45388785200704207
44639,False,0.6498559293657171,1545,534,0,0.6726764669651263,1,0.36735510750133626,0,0.41693534299334223,0,0.32503203309249085
44632,False,0.4867156802418251,1455,98,0,0.4138889639432821,1,0.5859445270922627,0,0.5577994016512914,0,0.4764514191491581
44640,False,0.848559448674885,262,1885,0,0.12773555172554552,1,0.16446952961535954,0,0.2710049665487452,0,0.20293360484606637
44641,False,0.5545707390854202,98,1095,0,0.5902814083450606,1,0.3481528144953442,0,0.609314368081711,0,0.595160594191139
44642,False,0.8498351352626811,534,5875,0,0.15551572426579252,1,0.13675605417910341,0,0.10877294067643029,0,0.12678504417011427
44640,True,0.15144055132511502,1885,262,0,0.8722644482744545,1,0.8355304703846405,0,0.7289950334512548,0,0.7970663951539336
44641,True,0.4454292609145798,1095,98,0,0.4097185916549394,1,0.6518471855046558,0,0.3906856319182889,0,0.404839405808861
44642,True,0.15016486473731894,5875,534,0,0.8444842757342075,1,0.8632439458208966,0,0.8912270593235697,0,0.8732149558298857
44643,False,0.671142907189156,1095,1885,0,0.17544420787235193,1,0.3150442220908085,0,0.46922394931935996,0,0.2264156720153302
44643,True,0.32885709281084397,1885,1095,0,0.8245557921276481,1,0.6849557779091915,0,0.53077605068064,0,0.7735843279846698
45364,False,0.2649841266699096,319,236,0,0.440988335832709,1,0.6029149567065069,0,0.7793701637539414,0,0.4189336097023818
45367,False,0.7800356198887793,667,1765,0,0.21910372393012267,1,0.2106282226438967,0,0.2901720750833662,0,0.5586698315934315
45374,True,0.608582732576858,430,330,0,0.5858725962835772,1,0.3927546344089963,0,0.398242702271036,0,0.7194274460700454
45373,True,0.31990248362017326,838,0,0,0.5506150402603501,1,0.5548160149056454,0,0.2902646485142631,0,0.7274212701500163
45372,True,0.588559223008911,910,771,0,0.6144779407714978,1,0.6261745411879786,0,0.6302806460926701,0,0.268447635887675
45371,False,0.8425954491690445,1106,1405,0,0.3641040331181501,1,0.11511441136891098,0,0.2553844911263272,0,0.40263698321852026
45369,True,0.5214065504617273,394,1,0,0.5114645513739502,1,0.4078099930998897,0,0.5654906711359728,0,0.3946389752507199
45367,True,0.21996438011122066,1765,667,0,0.7808962760698773,1,0.7893717773561033,0,0.7098279249166338,0,0.4413301684065684
45364,True,0.7350158733300904,236,319,0,0.559011664167291,1,0.3970850432934931,0,0.2206298362460586,0,0.5810663902976182
45371,True,0.1574045508309555,1405,1106,0,0.6358959668818499,1,0.884885588631089,0,0.7446155088736728,0,0.5973630167814797
45372,False,0.411440776991089,771,910,0,0.38552205922850225,1,0.37382545881202145,0,0.3697193539073299,0,0.7315523641123249
45373,False,0.6800975163798267,0,838,0,0.44938495973964987,1,0.44518398509435464,0,0.709735351485737,0,0.27257872984998366
45374,False,0.391417267423142,330,430,0,0.41412740371642276,1,0.6072453655910037,0,0.601757297728964,0,0.2805725539299546
45369,False,0.4785934495382727,1,394,0,0.4885354486260498,1,0.5921900069001103,0,0.43450932886402716,0,0.6053610247492801
45376,True,0.2964444045443536,1385,759,0,0.7434840375536969,1,0.6971512765047395,0,0.8597717084064017,0,0.8233620328175258
45389,False,0.6877256174670324,700,1374,0,0.49222863117762683,1,0.36853414029909937,0,0.17126983484984115,0,0.42873493488997716
45388,False,0.729397949959439,1545,1095,0,0.6345347122620912,1,0.2938384343382521,0,0.2536497109820357,0,0.45299936274497155
45386,True,0.9277110851591871,1290,5875,0,0.2118996987960097,1,0.0785150968998714,0,0.1311437094183333,0,0.0403321524990731
45383,False,0.4366946930337212,440,0,0,0.5653066016011776,1,0.40844604161751863,0,0.49413944911169405,0,0.5226779419360238
45392,True,0.3504948530633163,691,815,0,0.533722778976739,1,0.6627989873201386,0,0.4716805632743656,0,0.705308352004402
45389,True,0.3122743825329676,1374,700,0,0.5077713688223732,1,0.6314658597009006,0,0.8287301651501588,0,0.5712650651100228
45386,False,0.0722889148408129,5875,1290,0,0.7881003012039903,1,0.9214849031001286,0,0.8688562905816667,0,0.9596678475009269
45379,True,0.39454610312359417,1745,292,0,0.4087519782957135,1,0.4817246133162388,0,0.8326025941593361,0,0.4990207754067027
45378,False,0.2683621509238282,1535,855,0,0.5883131282774561,1,0.7111899509658265,0,0.9205288451709936,0,0.6395267129119007
45392,False,0.6495051469366837,815,691,0,0.46627722102326097,1,0.33720101267986136,0,0.5283194367256344,0,0.294691647995598
45375,False,0.5905578627729365,784,3105,0,0.6124414278279391,1,0.4721488607601939,0,0.24852114386360302,0,0.37736509777859717
45388,True,0.27060205004056104,1095,1545,0,0.3654652877379087,1,0.7061615656617479,0,0.7463502890179643,0,0.5470006372550285
45383,True,0.5633053069662788,0,440,0,0.4346933983988223,1,0.5915539583824814,0,0.505860550888306,0,0.4773220580639762
45375,True,0.40944213722706346,3105,784,0,0.3875585721720609,1,0.5278511392398061,0,0.751478856136397,0,0.6226349022214028
45376,False,0.7035555954556464,759,1385,0,0.25651596244630315,1,0.3028487234952605,0,0.1402282915935983,0,0.17663796718247415
45378,True,0.7316378490761718,855,1535,0,0.4116868717225439,1,0.2888100490341735,0,0.0794711548290063,0,0.3604732870880994
45379,False,0.6054538968764058,292,1745,0,0.5912480217042865,1,0.5182753866837613,0,0.16739740584066387,0,0.5009792245932974
45397,True,0.4316908573693806,408,1290,0,0.4738820947804983,1,0.3931614020035139,0,0.4346911300503436,0,0.8059297054186312
45394,False,0.8477827969582187,468,3490,0,0.3312563529031993,1,0.13349084286246093,0,0.29271130792244837,0,0.25576391334189974
45394,True,0.15221720304178132,3490,468,0,0.6687436470968007,1,0.8665091571375391,0,0.7072886920775516,0,0.7442360866581003
45393,True,0.3420263943289257,2930,970,0,0.673185290409187,1,0.6097793540904455,0,0.7122384191680066,0,0.5324478267542185
45393,False,0.6579736056710743,970,2930,0,0.32681470959081305,1,0.3902206459095545,0,0.28776158083199344,0,0.46755217324578147
45397,False,0.5683091426306194,1290,408,0,0.5261179052195017,1,0.6068385979964861,0,0.5653088699496565,0,0.19407029458136882
45403,True,0.549795761306732,1745,1374,0,0.4204691271829435,1,0.4825598491039712,0,0.432227349457234,0,0.3914458525034446
45399,False,0.665256837556012,605,691,0,0.6954623846690646,1,0.31382178675203853,0,0.6515918515001978,0,0.37921039597490724
45402,False,0.840498957403266,394,1765,0,0.28701798124964295,1,0.12847643874437353,0,0.27555259876799043,0,0.3212580174729349
45399,True,0.33474316244398805,691,605,0,0.3045376153309354,1,0.6861782132479615,0,0.3484081484998022,0,0.6207896040250928
45402,True,0.15950104259673403,1765,394,0,0.712982018750357,1,0.8715235612556265,0,0.7244474012320096,0,0.6787419825270651
45403,False,0.450204238693268,1374,1745,0,0.5795308728170565,1,0.5174401508960288,0,0.567772650542766,0,0.6085541474965555
45409,True,0.23606868672229986,1405,534,0,0.7498105351677999,1,0.8311697583643234,0,0.7790699959510766,0,0.5273818557348189
45410,False,0.4539454473769129,195,855,0,0.5821559051620686,1,0.37997166291149786,0,0.7358279067421176,0,0.7062301368520655
45411,True,0.3544210641576446,691,408,0,0.4645432813652844,1,0.7342407536588629,0,0.544114035868439,0,0.5131033709036242
45412,True,0.4087632890504681,430,1300,0,0.4199719398686464,1,0.6836296012213086,0,0.5886910500843826,0,0.5514836963594275
45407,True,0.1495536024564249,535,0,0,0.7213037908832362,1,0.6431144444967855,0,0.6957272576057324,0,0.7464718041564135
45414,True,0.1789842294004813,3490,855,0,0.8798880628699988,1,0.8024406533635267,0,0.8054300328938904,0,0.7952879951001088
45404,False,0.4307204121335809,832,1300,0,0.45010292221475645,1,0.6645430800630724,0,0.6063294757449498,0,0.4483725766965855
45416,True,0.5813436622745252,1385,535,0,0.5749716142877928,1,0.4859338380169467,0,0.6748048324088335,0,0.5144077592126022
45412,False,0.5912367109495319,1300,430,0,0.5800280601313537,1,0.31637039877869144,0,0.4113089499156174,0,0.4485163036405725
45410,True,0.5460545526230871,855,195,0,0.4178440948379314,1,0.6200283370885021,0,0.2641720932578824,0,0.2937698631479345
45415,True,0.4996363996050044,1745,838,0,0.2668834833427041,1,0.5225905369448931,0,0.8454602852617649,0,0.301789511063486
45416,False,0.4186563377254748,535,1385,0,0.42502838571220725,1,0.5140661619830533,0,0.3251951675911665,0,0.4855922407873978
45405,False,0.696956412145896,1095,3490,0,0.17544420787235193,1,0.3122707042347844,0,0.46922394931935996,0,0.2264156720153302
45415,False,0.5003636003949956,838,1745,0,0.7331165166572959,1,0.4774094630551069,0,0.15453971473823513,0,0.6982104889365139
45411,False,0.6455789358423554,408,691,0,0.5354567186347157,1,0.2657592463411371,0,0.455885964131561,0,0.48689662909637577
45414,False,0.8210157705995187,855,3490,0,0.12011193713000123,1,0.19755934663647334,0,0.19456996710610963,0,0.20471200489989116
45409,False,0.7639313132777001,534,1405,0,0.25018946483220006,1,0.16883024163567661,0,0.22093000404892338,0,0.4726181442651811
45404,True,0.5692795878664191,1300,832,0,0.5498970777852435,1,0.3354569199369276,0,0.3936705242550503,0,0.5516274233034145
45405,True,0.303043587854104,3490,1095,0,0.8245557921276481,1,0.6877292957652156,0,0.53077605068064,0,0.7735843279846698
45407,False,0.8504463975435751,0,535,0,0.27869620911676385,1,0.35688555550321455,0,0.3042727423942676,0,0.25352819584358655
45419,True,0.4151116730501354,1385,430,0,0.7567833626436044,1,0.6075557466980765,0,0.6149168150870916,0,0.6077322502117297
45420,True,0.521487159391866,1745,691,0,0.4007486670056845,1,0.3943060443860408,0,0.7828455063020491,0,0.3420411014341725
45418,True,0.5327653862233637,1765,2930,0,0.3992229638927267,1,0.5561960718251554,0,0.3161082784642097,0,0.3921667656337229
45420,False,0.4785128406081341,691,1745,0,0.5992513329943154,1,0.6056939556139592,0,0.21715449369795092,0,0.6579588985658276
45419,False,0.5848883269498646,430,1385,0,0.24321663735639565,1,0.39244425330192345,0,0.3850831849129084,0,0.3922677497882703
45418,False,0.4672346137766363,2930,1765,0,0.6007770361072733,1,0.4438039281748446,0,0.6838917215357903,0,0.6078332343662771
45423,False,0.549612860697685,1745,1385,0,0.19837976093860388,1,0.41159602798698347,0,0.4792578074444873,0,0.268204967423918
45422,False,0.6422180036961738,1765,3490,0,0.33848221560012504,1,0.3372738285447835,0,0.5959188117041005,0,0.26225434842667206
45423,True,0.450387139302315,1385,1745,0,0.8016202390613961,1,0.5884039720130165,0,0.5207421925555127,0,0.731795032576082
45422,True,0.35778199630382623,3490,1765,0,0.661517784399875,1,0.6627261714552165,0,0.4040811882958994,0,0.7377456515733279
45424,False,0.5132798510753867,3490,1405,0,0.6498810438832843,1,0.37189435764489553,0,0.40296619790379373,0,0.6403406026553751
45425,False,0.6934575652051385,1385,1405,0,0.5070840064171037,1,0.19027998051706674,0,0.5576721822744917,0,0.6168861523168376
45425,True,0.30654243479486154,1405,1385,0,0.4929159935828963,1,0.8097200194829333,0,0.4423278177255083,0,0.3831138476831623
45424,True,0.48672014892461335,1405,3490,0,0.3501189561167157,1,0.6281056423551045,0,0.5970338020962063,0,0.359659397344625
46287,True,0.5529291430241885,414,353,0,0.4731750104478674,0,0.4311073286243685,1,0.4025647670209806,0,0.497828783672975
46287,False,0.4470708569758115,353,414,0,0.5268249895521326,0,0.5688926713756315,1,0.5974352329790193,0,0.502171216327025
46288,False,0.5528091166768646,555,555,0,0.4701183973184314,0,0.6792697278411131,1,0.5009292191559753,0,0.6121325924963807
46288,True,0.4471908833231354,555,555,0,0.5298816026815686,0,0.3207302721588869,1,0.4990707808440246,0,0.3878674075036192
46293,False,0.7790730797412246,335,865,0,0.5045133486808233,0,0.25805483244977645,1,0.1832352276743523,0,0.31004985477427194
46293,True,0.22092692025877536,865,335,0,0.4954866513191767,0,0.7419451675502235,1,0.8167647723256477,0,0.6899501452257281
46291,False,0.8640435865592033,909,3000,0,0.29904153200566486,0,0.09001998410152401,1,0.04319359572990522,0,0.10909824211207408
46291,True,0.13595641344079668,3000,909,0,0.7009584679943351,0,0.909980015898476,1,0.9568064042700948,0,0.8909017578879259
46305,True,0.6665460463483823,414,555,0,0.4989422639060766,0,0.5269933180867525,1,0.3600565030128307,0,0.5341816449688888
46305,False,0.3334539536516176,555,414,0,0.5010577360939235,0,0.47300668191324746,1,0.6399434969871693,0,0.46581835503111124
47337,False,0.7521785349685286,377,960,0,0.3241717254306191,0,0.2696057456773272,1,0.11752852460772223,0,0.19893229228722276
47338,False,0.6444766662184715,195,1230,0,0.48530770899224707,0,0.31229527366030274,1,0.6397754106541855,0,0.5806974278790207
47339,False,0.5471211859014903,493,723,0,0.42842111647445635,0,0.39242473177709625,1,0.4118215210300642,0,0.606431496046985
47341,True,0.6919044471994251,437,0,0,0.4570309964184481,0,0.1962206721755202,1,0.5519929326553925,0,0.4555557838254488
47341,False,0.3080955528005748,0,437,0,0.542969003581552,0,0.8037793278244798,1,0.4480070673446075,0,0.5444442161745512
47337,True,0.2478214650314714,960,377,0,0.6758282745693809,0,0.7303942543226728,1,0.8824714753922778,0,0.8010677077127772
47338,True,0.35552333378152845,1230,195,0,0.5146922910077529,0,0.6877047263396973,1,0.3602245893458145,0,0.4193025721209794
47339,True,0.4528788140985097,723,493,0,0.5715788835255436,0,0.6075752682229038,1,0.5881784789699358,0,0.393568503953015
47351,True,0.5989430792905623,481,0,0,0.4331921187072214,0,0.2880227361107663,1,0.5684118285849368,0,0.2984232339005783
47344,False,0.5502568860396811,555,51,0,0.3447675197101464,0,0.2437490234909866,1,0.7133967256069088,0,0.31622725456649015
47344,True,0.44974311396031885,51,555,0,0.6552324802898536,0,0.7562509765090134,1,0.2866032743930912,0,0.6837727454335099
47343,False,0.8291508436364332,416,1270,0,0.20412008796420078,0,0.15709030511132493,1,0.21492160188916398,0,0.2831688425685246
47343,True,0.1708491563635668,1270,416,0,0.7958799120357992,0,0.8429096948886751,1,0.785078398110836,0,0.7168311574314754
47348,False,0.5799280030813672,350,623,0,0.38679405325909566,0,0.42324103216767495,1,0.569886861092108,0,0.5314593736748632
47348,True,0.42007199691863284,623,350,0,0.6132059467409043,0,0.576758967832325,1,0.4301131389078921,0,0.4685406263251369
47351,False,0.4010569207094376,0,481,0,0.5668078812927786,0,0.7119772638892337,1,0.4315881714150632,0,0.7015767660994217
47353,True,0.22829027724686046,960,723,0,0.7554411366323812,0,0.7357162663190148,1,0.7916564055851483,0,0.8514795645483428
47355,False,0.6075972030554997,151,183,0,0.5109775962754846,0,0.44581250707818465,1,0.38959677456908903,0,0.3979169628466942
47355,True,0.3924027969445003,183,151,0,0.4890224037245154,0,0.5541874929218154,1,0.610403225430911,0,0.6020830371533058
47356,False,0.4005330893238831,481,437,0,0.5089705663275732,0,0.5891892910567159,1,0.6266267648951678,0,0.32326840199655293
47356,True,0.5994669106761169,437,481,0,0.4910294336724268,0,0.4108107089432841,1,0.3733732351048323,0,0.6767315980034471
47353,False,0.7717097227531395,723,960,0,0.24455886336761878,0,0.26428373368098523,1,0.20834359441485173,0,0.14852043545165716
47358,True,0.7487535285693635,1,95,0,0.3651401992657642,0,0.2133332506737642,1,0.4540604279511743,0,0.5209640597357806
47360,False,0.5886950362158547,51,1230,0,0.6425417394360615,0,0.5347835037453776,1,0.464722850433292,0,0.3870149878860154
47358,False,0.2512464714306365,95,1,0,0.6348598007342359,0,0.7866667493262358,1,0.5459395720488257,0,0.47903594026421936
47357,False,0.9148587529625152,371,1270,0,0.2352563529529067,0,0.07405754291158717,1,0.19793694399031747,0,0.19558541884862735
47357,True,0.08514124703748482,1270,371,0,0.7647436470470933,0,0.9259424570884128,1,0.8020630560096825,0,0.8044145811513727
47360,True,0.41130496378414527,1230,51,0,0.3574582605639384,0,0.4652164962546224,1,0.535277149566708,0,0.6129850121139846
47361,True,0.21221226298500817,1270,492,0,0.7609352500254872,0,0.8569316645600008,1,0.5850514908366815,0,0.7317473789617788
47362,False,0.5342951068111458,437,183,0,0.49384775429544847,0,0.3176761182480856,1,0.5106512473977662,0,0.5167927094597081
47363,True,0.22825253770355036,960,623,0,0.7081832834759156,0,0.7576398739327872,1,0.8541833924404132,0,0.8178286489817765
47364,False,0.7323858616151417,1,1230,0,0.49377824408187176,0,0.2813209633688919,1,0.531700800333313,0,0.36613489028121704
47362,True,0.4657048931888542,183,437,0,0.5061522457045515,0,0.6823238817519144,1,0.4893487526022337,0,0.4832072905402919
47361,False,0.7877877370149918,492,1270,0,0.23906474997451277,0,0.1430683354399992,1,0.4149485091633185,0,0.26825262103822123
47363,False,0.7717474622964496,623,960,0,0.29181671652408436,0,0.2423601260672128,1,0.1458166075595868,0,0.18217135101822346
47364,True,0.26761413838485826,1230,1,0,0.5062217559181282,0,0.7186790366311081,1,0.468299199666687,0,0.633865109718783
47365,False,0.6741366306290293,183,960,0,0.24430851367468676,0,0.3194247068768076,1,0.26691254378825957,0,0.22754197319054303
47366,True,0.6682079295860737,1230,1270,0,0.2724082551760747,0,0.2173886152232634,1,0.2288549242444964,0,0.4430605737117321
47365,True,0.3258633693709707,960,183,0,0.7556914863253132,0,0.6805752931231924,1,0.7330874562117404,0,0.772458026809457
47366,False,0.3317920704139263,1270,1230,0,0.7275917448239253,0,0.7826113847767366,1,0.7711450757555036,0,0.5569394262882679
47367,True,0.49475415222938224,960,1230,0,0.7331720143060215,0,0.5538625138373136,1,0.7838128442767694,0,0.6693180408238864
47367,False,0.5052458477706178,1230,960,0,0.2668279856939785,0,0.44613748616268645,1,0.21618715572323055,0,0.33068195917611365
48442,False,0.2886494171779351,896,51,0,0.4535664307111621,1,0.6661469271458635,0,0.7694517537690468,0,0.6383718091416851
48442,True,0.711350582822065,51,896,0,0.5464335692888379,1,0.3338530728541364,0,0.2305482462309532,0,0.3616281908583149
48445,True,0.36542341714762583,0,104,0,0.5294195429486166,1,0.6142395919570094,0,0.5952770172900568,0,0.548450517094122
48444,False,0.5712862865501663,779,1115,0,0.4628900623893967,1,0.30783289788873336,0,0.4037652574875833,0,0.30491870063481175
48445,False,0.6345765828523742,104,0,0,0.4705804570513834,1,0.3857604080429906,0,0.4047229827099432,0,0.45154948290587804
48447,True,0.6054231011648517,879,394,0,0.6875722491454356,1,0.418283623291834,0,0.4119065621532721,0,0.6561239175005732
48447,False,0.3945768988351483,394,879,0,0.3124277508545644,1,0.581716376708166,0,0.588093437846728,0,0.3438760824994268
48444,True,0.42871371344983367,1115,779,0,0.5371099376106033,1,0.6921671021112666,0,0.5962347425124167,0,0.6950812993651883
48446,True,0.6651179316443152,770,0,0,0.5961127645166858,1,0.2976195125734014,0,0.7149812049050309,0,0.5582267990481642
48451,False,0.3526552358968357,4085,555,0,0.5055714935334514,1,0.7610649524742402,0,0.741110405516151,0,0.7777919014194898
48451,True,0.6473447641031643,555,4085,0,0.4944285064665485,1,0.2389350475257598,0,0.258889594483849,0,0.2222080985805101
48446,False,0.3348820683556848,0,770,0,0.4038872354833142,1,0.7023804874265986,0,0.2850187950949691,0,0.4417732009518358
48459,True,0.4320118824015311,1120,51,0,0.4854594299912727,1,0.5496094890859816,0,0.6041228462844767,0,0.4568916124975214
48458,False,0.3184488090907355,520,770,0,0.3131862307215353,1,0.7139628265411819,0,0.45949766094256483,0,0.3368952564106764
48453,True,0.5437366050736169,1120,765,0,0.4955913134082995,1,0.6300913438289754,0,0.2760402693370214,0,0.2398842833530017
48458,True,0.6815511909092645,770,520,0,0.6868137692784647,1,0.2860371734588181,0,0.5405023390574352,0,0.6631047435893236
48456,True,0.19147846119161926,790,632,0,0.4602348868606429,1,0.7501452070880728,0,0.4189463089274103,0,0.685411978230628
48456,False,0.8085215388083807,632,790,0,0.539765113139357,1,0.24985479291192725,0,0.5810536910725896,0,0.31458802176937195
48453,False,0.4562633949263831,765,1120,0,0.5044086865917006,1,0.36990865617102464,0,0.7239597306629786,0,0.7601157166469983
48452,True,0.5038208279226143,1025,150,0,0.5086174501671965,1,0.5174795990473363,0,0.6127904753579414,0,0.4726447684124093
48452,False,0.4961791720773857,150,1025,0,0.4913825498328035,1,0.4825204009526637,0,0.3872095246420586,0,0.5273552315875907
48459,False,0.5679881175984689,51,1120,0,0.5145405700087273,1,0.4503905109140184,0,0.39587715371552334,0,0.5431083875024786
48461,False,0.4456587857403629,555,1545,0,0.3405468658860319,1,0.416370884697698,0,0.702147179754815,0,0.349914978396345
48462,False,0.4707882245224318,1115,915,0,0.4231591855537349,1,0.5147813683021705,0,0.5065761264452485,0,0.6645323853303651
48461,True,0.5543412142596371,1545,555,0,0.6594531341139681,1,0.583629115302302,0,0.297852820245185,0,0.650085021603655
48463,True,0.18712948371817406,165,879,0,0.5500826248343558,1,0.8330067291484685,0,0.822798063347649,0,0.7380237171102915
48462,True,0.5292117754775683,915,1115,0,0.5768408144462651,1,0.4852186316978295,0,0.4934238735547515,0,0.335467614669635
48463,False,0.8128705162818259,879,165,0,0.44991737516564423,1,0.16699327085153148,0,0.17720193665235096,0,0.26197628288970853
48460,True,0.49698283794579545,790,0,0,0.3653759993211611,1,0.5252765127178768,0,0.2614429614445145,0,0.4458164419151624
48460,False,0.5030171620542045,0,790,0,0.6346240006788388,1,0.4747234872821232,0,0.7385570385554855,0,0.5541835580848375
48467,False,0.6264792827885145,1545,790,0,0.7301862145856073,1,0.3996852645743356,0,0.5543058523217884,0,0.4849742262721479
48467,True,0.3735207172114855,790,1545,0,0.2698137854143927,1,0.6003147354256644,0,0.4456941476782116,0,0.5150257737278521
