,Player,pts,match_count,elo
615,Llamas Ruiz P.,236,4,1507.9629027665676
616,Armando H.,174,43,1464.2373095850326
617,Etlis G.,0,30,1503.7808700445219
618,Hadad M.,0,4,1493.9682770341437
619,Hirigoyen I.,0,4,1476.3977993960204
620,Tobon M.,0,2,1506.9651501923622
621,Viloca J.A.,0,12,1518.1145992210359
622,Varlet J.,0,11,1444.593271303662
623,Widom T.,326,10,1505.90263456897
624,Sun P.,45,5,1451.915616278463
625,Guzman J.P.,228,22,1425.2681539383507
626,Marach O.,417,45,1471.0057161206562
627,Salzenstein J.,47,37,1403.8535348784583
628,Brzezicki J.P.,281,23,1402.9727377465426
629,Hartfield D.,441,46,1474.0471267385553
630,Vassallo-Arguello M.,645,126,1424.7171006269962
631,Marrero D.,192,9,1458.908293282465
632,de Voest R.,382,57,1451.3464415485792
633,Klaasen R.,81,8,1501.7501677565715
634,van der Merwe I.,128,3,1486.4178039862334
635,Recouderc L.,239,15,1436.7691334062124
636,Prpic F.,142,10,1439.7902211876585
637,Ouanna J.,305,26,1531.1140045388995
638,van Der Merwe I.,339,10,1537.146063632371
639,Alves T.,343,30,1429.5832099598838
640,Huta Galung J.,566,30,1353.1134318595434
641,Wolmarans F.,177,3,1473.4727715044492
642,Brugues-Davi A.,291,4,1473.5043318526298
643,Olivetti A.,173,14,1475.0030149690085
644,Giannessi A.,399,35,1430.209010649044
645,Marcora R.,320,7,1481.2350218051413
646,Gunneswaran P.,349,28,1414.5802098605816
647,Novak D.,369,58,1405.4656059343476
648,Wu Y.,91,38,1510.5903357991665
649,Gomez E.,516,26,1414.2119951095024
650,Diaz Acosta F.,629,20,1522.9176541771742
651,Burruchaga R.,359,2,1498.3373213340017
652,Tirante T.A.,452,7,1497.0771560235503
653,Diaz J.,0,43,1363.078375906382
654,Guardiola T.,0,9,1436.614877978
655,Roux L.,0,13,1501.5684391552404
656,Bruguera S.,0,72,1533.0274658685728
657,Godwin N.,0,28,1436.851942886079
658,Larsson M.,0,58,1564.9673524530053
659,Cadart R.,0,7,1462.8744301979655
660,Mutis O.,0,60,1526.1982390237372
661,Hippensteel K.,0,4,1474.3208380846977
662,Cuadrado C.,170,8,1496.2385637930452
663,Marcaccio G.,74,5,1481.4979761284962
664,Aguilar J.,205,6,1460.5829297322136
665,di Mauro A.,434,51,1354.8347323091914
666,Friedl L.,0,8,1472.4719572595434
667,Navarro-Pastor I.,559,100,1487.2736805858722
668,Decoud S.,234,8,1511.6056340394061
669,Gonzalez M.,356,86,1426.9268672473231
670,Machado R.,421,50,1370.9829290747352
671,Zampieri C.,280,3,1488.9767656821066
672,Junqueira D.,581,43,1403.4440371872715
673,del Bonis F.,329,13,1512.6767399072946
674,Alund M.,512,17,1511.3765109145897
675,Cervantes I.,685,49,1429.3628036144537
676,Lapentti G.,218,30,1424.0741356482058
677,Gaio F.,314,18,1392.6863408474208
678,Hoang A.,521,19,1476.683873325369
679,Kopriva V.,341,11,1511.2078316067
680,Courier J.,0,9,1503.4383668884527
681,Gumy H.,0,31,1438.112658636298
682,Liukko V.,0,4,1505.6841395770805
683,Miranda I.,0,19,1438.1875921571045
684,Saretta F.,360,142,1544.990050690606
685,Puerta M.,1799,161,1490.1904213647701
686,Cakl T.,170,12,1430.5117842043928
687,Koellerer D.,634,53,1466.2727754976559
688,Jelenic P.,49,2,1501.8922376133323
689,Sidorenko A.,205,13,1442.111074252215
690,Ward J.,481,65,1329.5994180972377
691,Maden Y.,468,26,1485.694530284996
692,Jung J.,456,32,1397.9431754321267
693,Ugo Carabelli C.,410,7,1494.7735620493413
694,Varillas J. P.,520,21,1498.093493002052
695,MacPhie B.,0,2,1505.855076750717
696,Reneberg R.,0,2,1502.9505712050016
697,Rodriguez M.,0,15,1455.1814166327476
698,Bryan B.,0,40,1418.7701327663992
699,Coutelot N.,0,32,1465.8068425825213
700,Silva J.,354,11,1395.752636548702
701,Daniel M.,390,83,1357.6689279956413
702,Gamonal H.,0,7,1454.6107303893498
703,Viola M.,405,15,1425.6538356988035
704,Rodionov J.,445,31,1473.80840234493
705,Pecotic M.,24,2,1504.5901251065668
706,Vavassori A.,180,15,1523.2261574206852
707,Dewulf F.,0,4,1488.1535370096863
708,Elsner D.,94,31,1389.798986008132
709,Meligeni F.,0,124,1568.461726120235
710,Massa E.,163,24,1430.2540675034818
711,Niemeyer F.,215,20,1426.9231637918178
712,Haehnel J.,158,26,1514.4414722420825
713,Kutrovsky D.,81,3,1515.1838697048497
714,Kuznetsov Al.,308,21,1392.1288371065955
715,King D.,338,12,1430.2945815472428
716,Menendez-Maceiras A.,431,24,1404.1508132642386
717,Schnur B.,571,19,1394.2063963993162
718,Brouwer G.,381,22,1537.7227804833992
719,Kypson P.,2325,6,1471.581911535957
720,Svajda Z.,102,12,1438.9859928475878
721,Moreno De Alboran N.,401,5,1454.4350203428933
722,Taino E.,141,26,1469.3459308541674
723,Rettenmaier T.,105,4,1508.6967608267996
724,Wilson B.,50,5,1453.6148859519587
725,Marti J.,274,13,1411.886294949973
726,Krueger M.,218,27,1435.2716478280129
727,Hernandez A.,57,9,1442.012277319954
728,Lareau S.,0,26,1442.2451950695634
729,Lee M.,149,46,1450.7578437003106
730,Ghem A.,244,7,1468.8978801581823
731,Ferreiro F.,402,6,1472.1969437465177
732,Reister J.,90,48,1405.3601288925956
733,Williams R.,488,25,1429.3111581550068
734,Smith J.P.,298,27,1377.3821976332551
735,Skugor F.,146,27,1410.301468810991
736,Seyboth Wild T.,742,38,1431.5654844061587
737,Domingues J.,237,11,1518.8284599533933
738,Ritschard A.,290,9,1475.573463325409
739,Riedi L.,391,6,1452.6580583122739
740,Melo D.,0,5,1462.1423473961106
741,Marin J.A,0,2,1503.5020478010154
742,Mertens Y.,237,3,1483.7862176449746
743,Nava E.,303,18,1402.0370952724265
744,Bryan M.,0,13,1473.4275998736716
745,Meffert D.,172,13,1489.7950009531098
746,Berrettini J.,19,2,1505.004770167368
747,Meligeni Alves F.,369,7,1497.8762455998021
748,Navone M.,551,7,1527.3920498193143
749,Fonseca J.,49,4,1505.2227930006104
750,Alvarez E.,0,20,1448.0152326964746
751,Hood M.,0,5,1481.08241896343
752,Abel M.,0,9,1448.490163100369
753,Sabau R.,469,44,1411.6636432558971
754,Gonzalez S.,248,9,1423.0339516565493
755,Barrios Vera M.T.,134,2,1495.7339486052301
756,Lu Y.,333,11,1402.0522425468896
757,Prieto S.,0,6,1450.939186238179
758,Klec I.,82,8,1429.728302274288
759,Al-Ghareeb M.,89,8,1442.7257478389506
760,Ledovskikh M.,180,17,1416.512070660822
761,Arguello F.,510,17,1351.5341125809296
762,Bonadio R.,325,3,1483.1226422191492
763,Goellner M.K.,0,25,1471.458410398728
764,Larose S.,0,12,1537.1323126874793
765,Clezar G.,276,12,1385.7299224744795
766,Pucinelli de Almeida M.,199,2,1507.1609002361374
767,Wu T.L.,243,6,1461.1433517635255
768,Puentes G.,0,22,1433.6979900441372
769,Querry S.,44,7,1463.573979446539
770,Polansky P.,455,50,1434.851478336364
771,Rocha D.,0,3,1494.1092236913053
772,Herbert P.H,413,16,1558.5684128176822
773,Alonso J.,0,13,1462.4686712807038
774,Huet S.,0,27,1385.7096525629543
775,El-Aarej M.,34,7,1420.2423097004737
776,Kohlmann M.,1,43,1495.3146232052168
777,Browne F.,0,28,1456.0039592694343
778,Prodon E.,599,20,1317.87894110484
779,Waske A.,406,89,1460.1808595122752
780,Jenkins S.,204,20,1439.3080061518265
781,Vemic D.,229,21,1516.2682630070044
782,El-Amrani R.,38,9,1468.8693862750974
783,Gutierrez-Ferrol S.,52,4,1500.0983724650291
784,Ouahab L.,356,15,1442.5310301994302
785,Peliwo F.,64,6,1483.1045501525662
786,Nedovyesov A.,475,23,1384.6427363928524
787,Lopez-Moron A.,0,10,1392.1544873540875
788,Willems R.,0,2,1501.0378216297804
789,Wiltschnig H.,0,4,1464.334719764412
790,Knippschild J.,0,42,1443.6716138148993
791,Mota B.,0,3,1491.625344808867
792,Gensse A.,341,4,1476.0639971400867
793,Mektic N.,166,9,1431.0202963062304
794,Ahouda A.,27,4,1471.5883799992957
795,Quinzi G.,163,2,1498.870012437629
796,Arnaboldi A.,304,14,1462.2523671932895
797,Vatutin A.,182,8,1442.2319779996333
798,Giustino L.,279,8,1430.4498712920613
799,Galan D.,379,3,1534.9469532637436
800,Passaro F.,462,10,1483.8140817421843
801,Balleret B.,154,11,1461.9872612245445
802,Stepanek M.,1070,2,1510.8971191057935
803,Gakhov I.,153,3,1505.1614739494262
804,Nardi L.,429,12,1431.2450533363158
805,Perez D.,36,7,1438.468681269927
806,Navarro S.,0,5,1494.0720349453293
807,Fogues F.,0,3,1500.2856947111843
808,Schukin Y.,228,32,1452.7285628259226
809,Vagnozzi S.,206,11,1482.2765199537516
810,Farah R.,168,9,1483.495348284153
811,Olaso G.,319,6,1480.1986055619955
812,Pellegrino A.,157,2,1503.651396147376
813,Thomann N.,146,37,1507.1521021386068
814,Saoudi S.,48,5,1482.3578040641376
815,Tahiri M.,37,7,1435.8660588466407
816,Trujillo G.,163,2,1506.1311362710057
817,Crivoi V.,509,41,1394.0033759719668
818,Ungur A.,520,33,1370.2210067737053
819,Zopp J.,437,47,1446.7592577342975
820,Shelbayh A.,294,9,1446.2243888318071
821,Gross O.,0,12,1430.3918165461396
822,Nadal-Parera R.,0,2,1497.2842269942812
823,Srichaphan N.,0,4,1511.7392607767085
824,Naso G.,80,14,1400.2216955158801
825,Silva F.F.,198,3,1493.009690257732
826,Bergs Z.,378,18,1445.318066657453
827,Stricker D.,451,28,1595.453478579957
828,Cermak F.,12,24,1462.314333415968
829,Mertinak M.,129,15,1426.9155842044422
830,Summerer T.,172,9,1433.5047687117856
831,Tavares L.,185,3,1490.107409201173
832,Molleker R.,195,15,1461.0954457707862
833,Galimberti G.,159,21,1411.829662587463
834,Krstin P.,181,5,1469.620140713387
835,Moraing M.,222,3,1505.1455352637765
836,Schuettler P.,0,3,1528.722740694914
837,Zimonjic N.,28,16,1445.6580368757682
838,Santopadre V.,0,4,1477.211733733346
839,Jeanpierre J.,0,5,1515.8788832172004
840,Montcourt M.,373,15,1474.6515005721926
841,Delic M.,288,10,1424.0698823478472
842,Donati M.,172,2,1512.3293508217453
843,Nikles J.,18,4,1470.5067860488984
844,Brasington J.,0,10,1449.606343760131
845,Hadad A.,91,6,1500.5878409066981
846,Kindlmann D.,257,12,1407.768293366144
847,Economidis K.,365,12,1388.5390132598297
848,Lopez-Jaen M.A.,140,3,1504.1537800328545
849,Teixeira M.,215,6,1450.1080901275072
850,Schoorel T.,301,6,1463.9050402085
851,Diez S.,285,10,1449.7262386345537
852,Forejtek J.,95,2,1516.1188288680787
853,Guinard M.,386,9,1516.2803298204824
854,Olivieri G.,257,3,1528.1020724033501
855,Charpentier M.,0,8,1434.5743009047676
856,Traykov I.,0,2,1506.987968552971
857,Marray J.,101,12,1477.0084637855693
858,Whitehouse W.,87,10,1466.4131355244715
859,Ancic I.,0,3,1523.1741329778854
860,Flanagan I.,0,3,1532.7882278585107
861,Qureshi A.,278,10,1509.7474069377556
862,Stadler S.,192,16,1507.3536835194543
863,Michon A.,238,2,1500.2872374566418
864,Mina G.,107,5,1472.4959039538578
865,Hemery C.,307,11,1431.4575303832187
866,Horansky F.,257,8,1424.362158301243
867,Benchetrit E.,202,8,1454.8063981400567
868,Gojo B.,301,24,1495.9335431355369
869,Kolar Z.,256,4,1497.3091434647474
870,Burrieza O.,0,5,1463.5592433536847
871,Andersen J.F.,0,8,1454.7224082549844
872,Ondruska M.,0,8,1443.9702282749795
873,Motomura G.,146,20,1413.6181463296648
874,Bogdanovic A.,295,37,1394.9750823090376
875,Baker J.,275,19,1379.8498053089872
876,Zhang Z.,161,15,1468.4666412111958
877,Pavlasek A.,662,14,1495.5624613064892
878,Bourgue M.,212,6,1466.238708565532
879,Napolitano S.,238,5,1472.0539922964845
880,Kravchuk K.,195,32,1392.0644828260968
881,Wheaton D.,0,4,1484.535929319828
882,Allegro Y.,0,13,1458.5727036645046
883,Goodall J.,146,12,1391.3013618074385
884,Cowan B.,0,16,1430.8176922952046
885,Pescosolido S.,0,7,1435.6872204330348
886,Hilton M.,0,5,1466.3843668457112
887,Dell'Acqua M.,57,6,1477.7368932369923
888,Kontinen H.,54,3,1484.7397469158004
889,Peniston R.,391,13,1540.7280574142708
890,Braasch K.,0,3,1520.8317879975475
891,Childs L.,74,10,1458.496022009534
892,Baccanello P.,0,9,1456.6434614225086
893,Verdasco M.,0,2,1507.992414559767
894,Sherwood D.,0,2,1503.7006703220602
895,Bloomfield R.,107,16,1451.2751165054528
896,van Gemerden M.,163,10,1506.493617705641
897,Guccione A.,459,3,1478.8656157175174
898,Evans B.,243,21,1426.9836469046322
899,Fischer M.,256,21,1334.0555381950826
900,Pavic M.,107,13,1434.7145827173358
901,Bower J.,0,3,1493.1078322408855
902,O'Brien A.,0,11,1446.3910137104003
903,Fraile G.,336,9,1416.2388699655316
904,Rehnquist B.,117,14,1463.1178658054314
905,Eaton C.,29,2,1500.2015804986393
906,Wang J.,346,21,1495.106314761426
907,Yani M.,198,17,1410.4958871009014
908,Saville L.,176,9,1448.0173680938226
909,Puetz T.,191,3,1489.93141730573
910,Krawietz K.,142,5,1469.687599587446
911,Ryderstedt M.,176,20,1500.2178063681904
912,Eleskovic E.,61,10,1447.9825652714267
913,Dasnieres de Veigy J.,218,6,1471.4471159493182
914,Lindell C.,215,10,1427.4540515954411
915,Bellier A.,280,9,1516.2189323807947
916,Choinski J.,408,6,1460.3803158995015
917,Settergren J.,0,6,1482.0556736647584
918,Blake T.,0,7,1464.3415408666688
919,Erlich J.,0,9,1492.2326921103547
920,Fukarek O.,0,14,1387.5052876929844
921,Mergea F.,129,4,1500.104106601731
922,Bohli S.,460,21,1371.1376638407871
923,Cervenak P.,246,9,1540.9048450050757
924,Willis M.,26,2,1507.7595315200595
925,Novikov D.,6,16,1473.2376697414297
926,Clarke J.,265,13,1417.3313444948476
927,Gray A.,173,4,1473.2746308350904
928,Misolic F.,384,14,1538.9836304462121
929,Borg L.,51,5,1468.9616347273145
930,Ramirez Hidalgo R.,0,16,1493.6135760563752
931,Qureshi A.U.H.,193,5,1482.9296322022574
932,Langer N.,122,3,1485.8840395113903
933,Marti Y.,232,7,1463.5323405640447
934,Davydenko P.,7,3,1481.677666445646
935,Soderlund C.,79,2,1501.9687865341532
936,Medjedovic H.,580,16,1496.1685859371955
937,Capalik K.,0,8,1486.7110072786834
938,Knittel B.,280,5,1479.5647780921734
939,Wessels L.,139,3,1487.970540615133
940,Quinn E.,90,5,1452.2234350902568
941,Tu L.,306,7,1429.3631401362145
942,Radic M.,0,6,1471.4898175874919
943,Sadecky A.,93,3,1485.9629335415395
944,Demoliner M.,6,2,1492.5470946841483
945,Gomez A.,34,2,1503.2122329808722
946,Santillan A.,341,9,1433.0410300359645
947,Serdarusic N.,244,9,1411.558331969144
948,Ajdukovic D.,175,4,1478.0110379118669
949,Carretero R.,0,4,1502.1901627442026
950,Schranz W.,0,2,1497.0698756006861
951,Wassen R.,0,8,1473.641857163135
952,Schiessling T.,0,4,1484.9060196123528
953,Eitzinger R.,195,9,1492.1059604482725
954,Jun W.S.,83,7,1446.0469045756731
955,Kosakowski D.,66,3,1491.1810163217021
956,Trinker B.,96,3,1498.2791979259287
957,Mertl J.,158,2,1505.5325344088285
958,King K.,34,7,1456.3037960966544
959,Serrano O.,0,8,1503.90891606408
960,Tuksar S.,225,7,1448.6382427350125
961,Oudsema S.,93,5,1473.1317106523059
962,Moroni G.,161,2,1504.0040909117242
963,Erler A.,146,2,1515.1955526977156
964,Prizmic D.,374,9,1475.9776430412185
965,Piros Z.,514,4,1474.1108453597435
966,Trifu G.,0,8,1455.6716284798706
967,Joyce M.,0,6,1498.6983433023665
968,Ianni S.,43,2,1511.912645293033
969,Oswald P.,9,4,1479.564349821664
970,Cacic N.,27,2,1503.1221019909333
971,Sakharov G.,269,4,1482.628000195252
972,Galovic V.,31,7,1480.192602703222
973,Roca Batalla O.,154,3,1492.1719090923746
974,Nargiso D.,0,12,1549.325313646027
975,Chadaj A.,168,2,1497.2247820435668
976,Masur D.,167,6,1459.718777835013
977,Agamenone F.,398,5,1538.3210250073466
978,King P.,78,9,1406.5376653566261
979,Stoppini A.,172,11,1503.3160035939254
980,Zekic M.,152,3,1493.4145534264355
981,Tseng C. H.,611,8,1466.6795219314133
982,Shimabukuro S.,129,8,1466.191006837624
983,Behr N.,0,9,1494.9744189775802
984,King E.,160,5,1469.1673991376397
985,Diallo G.,443,6,1468.3487487658224
986,Youzhny A.,1465,4,1524.6294470663722
987,Witten J.,212,10,1452.6039393713465
988,Duclos P.L.,136,4,1493.187747730234
989,Ram A.,57,10,1399.7413399818076
990,Gregorc L.,41,13,1529.5774755415416
991,Mcclune M.,86,2,1502.431659684351
992,Kumar O.,126,4,1504.7846997043648
993,Lu H.,0,2,1508.184312445499
994,de Heart R.,142,3,1503.4577625005948
995,Lee D.H.,226,2,1510.1271222674675
996,Skatov T.,477,6,1467.555522663273
997,Tseng C.H.,129,11,1431.2028782023344
998,Droguet T.,359,2,1509.4996316717845
999,Hsu Y.,338,6,1535.0740699711953
1000,Kralert P.,0,4,1472.203226645562
1001,Giner J.,0,5,1489.9261376560912
1002,Wang Y. Jr,71,2,1504.865005377638
1003,Matsui T.,42,4,1515.6649519219056
1004,Iwabuchi S.,94,13,1424.8756968656303
1005,Cruciat A.,234,3,1486.596433846699
1006,Rodrigues M.,173,2,1509.168241544094
1007,Renavand N.,116,2,1505.8910915315114
1008,Reix C.,64,2,1504.4250947653165
1009,Kohlschreiber P..,1505,2,1499.9593075376129
1010,Satral J.,237,3,1505.5039541465483
1011,Sekulic P.,189,3,1494.7444587487437
1012,Pescariu D.,0,3,1485.3989780034694
1013,Washington M.,11,5,1453.2876982852
1014,Moldovan I.,0,6,1451.7823694297088
1015,Boeker M.,0,5,1478.688712054989
1016,Coppejans K.,331,13,1399.8469218915027
1017,Lindahl N.,118,9,1424.1176067437755
1018,Scherrer J.C.,59,5,1456.6226861793336
1019,Moriya H.,193,14,1461.1611901638373
1020,Tarallo S.,0,2,1494.1732026911614
1021,Veronelli D.,0,5,1504.6595176728833
1022,Tenconi T.,0,3,1481.6032776300856
1023,Auckland J.,74,3,1525.5212011632566
1024,Jouan R.,163,5,1486.2969756313712
1025,Wu D.,217,24,1428.9979070704192
1026,Uchida K.,348,4,1488.2389871396863
1027,Kachmazov A.,2,5,1458.3944579598456
1028,Zhu B.Q.,0,5,1466.0577794112562
1029,Aldi F.,77,9,1423.194730298007
1030,Slanar M.,171,3,1497.7086185411476
1031,Zeng S.X.,96,6,1467.797266799423
1032,Bai Y.,202,8,1484.8151160933317
1033,Lazarov A.,38,7,1448.885968156613
1034,Zhukayev B.,147,4,1489.8729775864058
1035,Atmane T.,451,6,1463.823534742859
1036,Flygt K.,0,4,1506.9574348544074
1037,Yoon Y.,0,7,1489.9390371403897
1038,Tebbutt M.,0,3,1482.6331690993645
1039,Terachi T.,64,11,1466.558321408012
1040,Ascione A.,0,2,1500.6126403552119
1041,Clemens T.,194,4,1525.2007657530373
1042,Wang C.,60,2,1504.485130148559
1043,Zhang Ze,257,11,1429.9293930325564
1044,Leshem E.,87,3,1493.4812821434302
1045,Lajal M.,271,2,1503.1504806700686
1046,Mpetshi G.,272,5,1504.1271546918956
1047,Mochizuki S.,106,14,1441.9188433260376
1048,Iwami T.,41,4,1474.7475603687387
1049,Guez D.,287,18,1384.9056456092087
1050,Rieschick S.,191,4,1465.5727249569045
1051,Noguchi R.,167,2,1508.5866475168668
1052,Elgin M.,121,12,1459.001740409041
1053,Rosenholm P.,82,3,1508.4197124496604
1054,Kondo H.,39,4,1475.0264798625049
1055,Mecir M.,191,4,1477.0618885398608
1056,Pospisil J.,225,8,1448.495926130604
1057,Avidzba A.,59,2,1497.7154189363628
1058,Alvarez Varona N.,230,3,1493.4840660615257
1059,Valkusz M.,265,4,1480.7495134985068
1060,Lejnieks K.,31,2,1499.9447506283238
1061,Harris B.,277,2,1507.1197930177366
1062,Matsukevitch D.,84,4,1486.7262398545827
1063,Palmer J.,0,4,1525.5230226583308
1064,Robredo R.,2275,3,1518.8999306284404
1065,Froberg J.,0,2,1512.290517511804
1066,Ortegren J.,0,2,1502.1509261258077
1067,Smith L.,0,1,1484.0
1068,Kennedy A.,0,3,1457.338592409425
1069,Kimmich M.,103,3,1458.1831840838167
1070,Junaid R.,117,2,1466.156968123565
1071,Mitchell B.,131,5,1427.1761813724809
1072,Anderson O.,25,1,1484.0
1073,Zuk K.,428,3,1460.6877332168103
1074,Kirkin E.,6,2,1468.130124324153
1075,Vrbensky M.,148,1,1484.0
1076,Kumar S.,0,1,1484.0
1077,Spottl M.,0,2,1472.2022372015417
1078,Kilderry P.,0,3,1455.6958694761345
1079,Ishii Y.,0,4,1452.3611191498721
1080,Bhupathi M.,0,3,1449.0405831742328
1081,Syed F.,0,1,1484.6412234624477
1082,Dupre T.,0,1,1482.5641271217237
1083,Mankad H.,0,3,1451.4554179941722
1084,Uppal V.,43,1,1483.547440477879
1085,Skoch D.,22,3,1461.0409346724725
1086,Salva B.,104,5,1444.3395355761318
1087,Vardhan V.,140,2,1468.8112672708146
1088,Yang T.H.,164,4,1463.3825710828767
1089,Nedunchezhiyan J.,141,1,1482.5641271217237
1090,Prashanth V.,56,1,1482.6857105364336
1091,Myneni S.,410,2,1473.2178962159262
1092,Ali Mutawa J.M.,0,4,1439.0539524071141
1093,Zayid M.S.,5,3,1455.9698945953996
1094,Nam J.S.,46,3,1461.4339909655725
1095,Aragone J.C.,165,1,1484.0
1096,Dhamne M.,0,1,1484.6805378613656
1097,Mukund S.,140,3,1451.5338764642254
1098,Sachko V.,378,5,1443.961292252054
1099,Wong C.,238,1,1483.2359165244086
1100,Al-Alawi S.K.,0,2,1468.736306793522
1101,Luxa P.,0,7,1412.5360366078644
1102,Sanchez J.,0,1,1485.0417008585
1103,Al-Khulaifi N.G.,0,1,1483.263693206478
1104,Khalfan S.,5,3,1449.4919485572202
1105,Abdulla M.,0,1,1485.212045819179
1106,Sultan-Khalfan A.,0,1,1484.7404306767992
1107,Al-Haji A.,0,3,1454.7817831536868
1108,Dorsch B.,222,3,1463.0332533860808
1109,Maamoun K.,145,1,1484.091920627357
1110,Sabry S.,39,1,1484.0
1111,Zayed M. S.,1,1,1492.2581563580768
1112,Zayed M.S.,0,1,1493.3594187170195
1113,Hossam K.,127,1,1488.6297401662266
1114,Yuksel A.,73,1,1482.7755964254486
1115,Kadhe A.,26,4,1436.893687990115
1116,Fancutt T.,53,1,1483.182243203277
1117,Schoolkate T.,18,1,1485.4029998471901
1118,Walton A.,354,2,1469.3379596589143
1119,Mccabe J.,214,2,1468.1011206397957
1120,Costa F.,0,4,1446.9797776877308
1121,Willman D.,0,1,1486.4997233170263
1122,Rea S.,0,2,1472.2501507489185
1123,Jones G.D.,4,2,1471.2486853785265
1124,King-Turner D.,107,6,1409.088578917968
1125,Jun W.,96,1,1490.995140613149
1126,Statham R.,40,1,1480.9336839319342
1127,Lemke J.,73,1,1480.7063881464862
1128,Tearney F.,90,2,1466.9795278618594
1129,Sitak A.,100,2,1465.3964892340534
1130,Caruana L.,100,1,1485.251281764673
1131,O'Connell C.,228,3,1468.0236238597977
1132,Mott B.,173,2,1471.8090240110657
1133,Ferreira Silva F.,356,2,1474.778608949867
1134,Durasovic V.,127,2,1491.1370042037727
1135,Pannu K.,35,3,1458.8776253704027
1136,Durek R.,0,1,1491.8276911770927
1137,Bourgeois L.,92,2,1470.9796211516968
1138,Struff J-L.,523,1,1488.803338432576
1139,Bellucci M.,374,1,1483.4718510736102
1140,Krutykh O.,327,3,1455.359991448011
1141,Lokoli L.,120,8,1403.5867930962966
1142,Karbacher B.,0,2,1469.8187822756663
1143,Kulti N.,0,5,1434.672798409923
1144,Breen M.,0,1,1483.5461543254755
1145,Perry T.,0,1,1487.3748768302125
1146,Svarc L.,0,2,1476.7475229355741
1147,Henry R.,0,1,1482.8045957300556
1148,March O.,0,1,1485.392015476536
1149,Adaktusson J.,133,1,1479.1227981290872
1150,Snobel P.,231,4,1457.0084555446826
1151,Mackin A.,137,11,1391.760750586649
1152,Ebelthite C.,300,1,1484.0791656870379
1153,Hocevar R.,446,5,1434.1289548555385
1154,Crugnola M.,400,3,1473.2189777010076
1155,Nielsen F.,156,10,1360.3576635260056
1156,Viola Mat.,362,2,1466.4931871517992
1157,Authom M.,265,2,1462.2323193241618
1158,Safranek V.,249,2,1477.575120463149
1159,Li Z.,214,10,1402.2855818930707
1160,Menezes J.,353,1,1482.6969959765577
1161,Escoffier A.,354,1,1483.3016320993797
1162,Blanchet U.,287,1,1483.0048833909436
1163,Moyano D.,0,2,1463.026947823613
1164,Nunez E.,0,1,1480.2812528629333
1165,Wang Y.,450,4,1447.4572764005375
1166,Podlipnik H.,54,2,1474.92277791442
1167,Anderson A.,2,1,1491.8647394596042
1168,Hutchins R.,0,1,1484.6991072656178
1169,Scholtz N.,27,1,1482.4634146331632
1170,Artunedo Martinavarro A.,126,1,1486.13827194886
1171,Rybakov A.,123,1,1481.0309754344644
1172,Krall L.,0,1,1480.9671464423589
1173,Gomez F.,135,1,1482.742623789578
1174,Comesana F.,534,2,1469.2972576428006
1175,Raoux G.,0,2,1469.2422112928746
1176,Reichel A.,0,1,1486.7222776510616
1177,Parada F.,77,2,1467.8476128567418
1178,Hormazabal G.,30,3,1452.183424279658
1179,Mazarakis V.,344,5,1458.6627507834496
1180,Aranguren J.M.,109,2,1473.5205568534464
1181,Saavedra Corvalan C.,90,1,1483.2123050185724
1182,Rios F.,2,1,1481.263833306008
1183,Lama G.,110,4,1440.4881292590321
1184,Escobar G.,126,2,1463.0069402423117
1185,Velotti A.,206,4,1439.4004795301375
1186,Kwiatkowski T.S.,32,7,1410.3060738605554
1187,Moroni G.M.,325,2,1465.0467877634142
1188,Chidekh C.,101,1,1480.849184724226
1189,Blancaneaux G.,389,6,1418.6167449308375
1190,Neff A.,23,1,1481.2637105284161
1191,Humphries S.,0,4,1452.4033715782207
1192,Koll H.,0,1,1484.4421375495574
1193,Harboe P.,0,1,1481.195942248548
1194,Bowles C.,2,1,1480.8730754118383
1195,van D. Merwe I.,491,1,1482.3087070993452
1196,Mesaros K.,153,1,1482.2728788874476
1197,Marcan D.,107,2,1466.1774901680278
1198,Veger F.,16,1,1482.7497538215016
1199,Androic T.,119,2,1475.2494451601028
1200,Lazov A.,95,1,1481.2226433453163
1201,Tepavac M.,270,1,1489.904302413372
1202,Donski A.,2,1,1484.1948612869135
1203,Shi B.,0,1,1486.4486604095032
1204,Jensen L.,0,1,1483.0618903163072
1205,Knowles M.,0,2,1465.4193148578001
1206,Peralta J.,0,1,1482.917913939378
1207,Silva D.,274,1,1481.2262709943025
1208,Romboli F.,198,1,1481.2138143956786
1209,Arevalo M.,395,2,1468.9762748390472
1210,Chakravarthi C.,0,1,1486.0731935648444
1211,Arquez P.,0,1,1483.826229750037
1212,Olguin L.,0,1,1482.856919615417
1213,Lajola D.,22,1,1484.0
1214,Strode B.,95,1,1484.736306793522
1215,Lin J.M.,0,1,1483.1833294403007
1216,Zayid M.,0,1,1487.5605535634602
1217,Poerschke L.,123,2,1480.1571226364342
1218,Im K.T.,228,1,1482.5529188360306
1219,Britton D.,4,3,1479.4410661826375
1220,Deheart R.,168,2,1479.2129401748152
1221,Borvanov R.,119,1,1488.78316808519
1222,Tsitsipas P.,13,1,1484.3661779935596
1223,Braga P.,0,1,1482.0893921950253
1224,Galdon P.,153,1,1489.4560480409289
1225,Molteni A.,169,2,1469.1798139696243
1226,Quigley E.,82,1,1483.0117080104985
